mes,grupo,modelo_id,ganancia_test
202106,rolling_01,rolling_01_seed1,364800000.0
202106,rolling_01,rolling_01_seed2,368800000.0
202106,rolling_01,rolling_01_seed3,374400000.0
202106,rolling_02,rolling_02_seed1,367200000.0
202106,rolling_02,rolling_02_seed2,368800000.0
202106,rolling_02,rolling_02_seed3,364000000.0
202106,rolling_03,rolling_03_seed1,373600000.0
202106,rolling_03,rolling_03_seed2,373600000.0
202106,rolling_03,rolling_03_seed3,377600000.0
202106,rolling_04,rolling_04_seed1,337600000.0
202106,rolling_04,rolling_04_seed2,328800000.0
202106,rolling_04,rolling_04_seed3,337600000.0
202106,rolling_05,rolling_05_seed1,340800000.0
202106,rolling_05,rolling_05_seed2,335200000.0
202106,rolling_05,rolling_05_seed3,331200000.0
202106,rolling_06,rolling_06_seed1,384000000.0
202106,rolling_06,rolling_06_seed2,383200000.0
202106,rolling_06,rolling_06_seed3,376000000.0
202106,rolling_07,rolling_07_seed1,329600000.0
202106,rolling_07,rolling_07_seed2,336800000.0
202106,rolling_07,rolling_07_seed3,345600000.0
202106,seasonal_summer,seasonal_summer_seed1,364800000.0
202106,seasonal_summer,seasonal_summer_seed2,372000000.0
202106,seasonal_summer,seasonal_summer_seed3,367200000.0
202106,seasonal_autumn,seasonal_autumn_seed1,347200000.0
202106,seasonal_autumn,seasonal_autumn_seed2,336000000.0
202106,seasonal_autumn,seasonal_autumn_seed3,358400000.0
202106,seasonal_winter,seasonal_winter_seed1,358400000.0
202106,seasonal_winter,seasonal_winter_seed2,360800000.0
202106,seasonal_winter,seasonal_winter_seed3,369600000.0
202106,seasonal_spring,seasonal_spring_seed1,332000000.0
202106,seasonal_spring,seasonal_spring_seed2,356000000.0
202106,seasonal_spring,seasonal_spring_seed3,348800000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed1,376800000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed2,369600000.0
202106,seasonal_end_of_year,seasonal_end_of_year_seed3,373600000.0
202106,seasonal_q1,seasonal_q1_seed1,367200000.0
202106,seasonal_q1,seasonal_q1_seed2,357600000.0
202106,seasonal_q1,seasonal_q1_seed3,350400000.0
202106,seasonal_q2,seasonal_q2_seed1,362400000.0
202106,seasonal_q2,seasonal_q2_seed2,368800000.0
202106,seasonal_q2,seasonal_q2_seed3,367200000.0
202106,mixed_recent_01,mixed_recent_01_seed1,345600000.0
202106,mixed_recent_01,mixed_recent_01_seed2,331200000.0
202106,mixed_recent_01,mixed_recent_01_seed3,344000000.0
202106,mixed_recent_02,mixed_recent_02_seed1,339200000.0
202106,mixed_recent_02,mixed_recent_02_seed2,340000000.0
202106,mixed_recent_02,mixed_recent_02_seed3,348800000.0
202106,mixed_early_01,mixed_early_01_seed1,363200000.0
202106,mixed_early_01,mixed_early_01_seed2,360800000.0
202106,mixed_early_01,mixed_early_01_seed3,360800000.0
202106,mixed_early_02,mixed_early_02_seed1,392800000.0
202106,mixed_early_02,mixed_early_02_seed2,372000000.0
202106,mixed_early_02,mixed_early_02_seed3,373600000.0
202106,mixed_transition,mixed_transition_seed1,342400000.0
202106,mixed_transition,mixed_transition_seed2,342400000.0
202106,mixed_transition,mixed_transition_seed3,348000000.0
202106,mixed_full_year,mixed_full_year_seed1,324800000.0
202106,mixed_full_year,mixed_full_year_seed2,346400000.0
202106,mixed_full_year,mixed_full_year_seed3,355200000.0
202106,GLOBAL,ensamble_global,400000000.0
202106,GRUPOS,ensamble_grupos,400000000.0
